1.063644747864422e-09 5.529827208092703e-09
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
0.000000000000000e+00 0.000000000000000e+00
6.117874192415967e-10 3.218056391246391e-09
-9.947818392387251e-06 -4.848624728290560e-05
2.466539220165168e-05 -4.497188759128699e-06
0.000000000000000e+00 0.000000000000000e+00
2.448189260879113e-10 1.287262365387442e-09
9.937706282690651e-10 6.086849129599367e-09
-1.639093439264886e-05 -9.173545298478140e-05
8.141058392445234e-05 -1.374406380822653e-05
0.000000000000000e+00 0.000000000000000e+00
3.991938166138128e-10 2.434499290451224e-09
1.594022110011048e-09 1.138270348221312e-08
-2.667185660959205e-05 -1.716048349994333e-04
1.665761123921457e-04 -2.527187037801387e-05
0.000000000000000e+00 0.000000000000000e+00
6.413792291299771e-10 4.552493630784570e-09
2.516747901203459e-09 2.048247057018328e-08
-4.265781041797566e-05 -3.088790077856480e-04
3.061476664797276e-04 -4.181523868778326e-05
0.000000000000000e+00 0.000000000000000e+00
1.012663024436126e-09 8.192349588795424e-09
3.657918109370754e-09 3.386659139562013e-08
-6.286539109034928e-05 -5.109068252024981e-04
5.092823290203747e-04 -6.233342932409143e-05
0.000000000000000e+00 0.000000000000000e+00
1.466141199120083e-09 1.355327184580208e-08
5.034211653717337e-09 5.323846431465182e-08
-8.809666865174907e-05 -7.966985333782618e-04
7.956559707523105e-04 -8.769256147803929e-05
0.000000000000000e+00 0.000000000000000e+00
2.037015037901242e-09 2.069324500034814e-08
6.571634385067132e-09 7.790542049869094e-08
-1.169076130269608e-04 -1.175499248345034e-03
1.174787029820377e-03 -1.166059916148661e-04
0.000000000000000e+00 0.000000000000000e+00
2.649230300025319e-09 3.116049204372895e-08
8.224453953535413e-09 1.100818585512471e-07
-1.491856663087137e-04 -1.661245356372217e-03
1.660726150435663e-03 -1.488882388635689e-04
0.000000000000000e+00 0.000000000000000e+00
3.322627858569705e-09 4.403050482841353e-08
9.859518596658615e-09 1.497786398438002e-07
-1.833536710482736e-04 -2.260445407553573e-03
2.260052045745614e-03 -1.830927674862039e-04
0.000000000000000e+00 0.000000000000000e+00
4.031642918110573e-09 5.989449786537110e-08
1.154142741785962e-08 1.975180622562363e-07
-2.188406220498495e-04 -2.981527406142514e-03
2.981196733555050e-03 -2.185281897845308e-04
0.000000000000000e+00 0.000000000000000e+00
4.650974421368122e-09 7.900898809255767e-08
1.301879208988252e-08 2.535084176411019e-07
-2.540975491760782e-04 -3.827109355290158e-03
3.826835015577187e-03 -2.537880058409839e-04
0.000000000000000e+00 0.000000000000000e+00
